Source	Target
Kim2014ConvolutionalNeuralNetworks	Shi2015RadicalEmbeddingDelving
Kim2014ConvolutionalNeuralNetworks	Bitvai2015NonlinearTextRegression
Kim2014ConvolutionalNeuralNetworks	Stojanovski2015TwitterSentimentAnalysis
Kim2014ConvolutionalNeuralNetworks	Chen2015LearningTaskSpecific
Kim2014ConvolutionalNeuralNetworks	Dos2015ClassifyingRelationsBy
Kim2014ConvolutionalNeuralNetworks	FrancoSalvador2015LanguageVarietyIdentification
Kim2014ConvolutionalNeuralNetworks	Chen2015ImprovingDistributedRepresentation
Kim2014ConvolutionalNeuralNetworks	Qian2015LearningTagEmbeddings
Kim2014ConvolutionalNeuralNetworks	Johnson2015EffectiveUseOf
Kim2014ConvolutionalNeuralNetworks	Zhang2015LocalTranslationPrediction
Kim2014ConvolutionalNeuralNetworks	Dos2015LearningHybridRepresentations
Kim2014ConvolutionalNeuralNetworks	Johnson2015SemisupervisedConvolutionalNeural
Kim2014ConvolutionalNeuralNetworks	Zhang2015JapaneseSentimentClassification
Kim2014ConvolutionalNeuralNetworks	Severyn2015OnTheAutomatic
Kim2014ConvolutionalNeuralNetworks	Mat2015DependencybasedConvolutionalNeural
Kim2014ConvolutionalNeuralNetworks	Cao2015CombiningConvolutionalNeural
Kim2014ConvolutionalNeuralNetworks	Zeng2015DistantSupervisionFor
Kim2014ConvolutionalNeuralNetworks	Zhang2015ShallowConvolutionalNeural
Kim2014ConvolutionalNeuralNetworks	Poria2015DeepConvolutionalNeural
Kim2014ConvolutionalNeuralNetworks	Lei2015MoldingCnnsFor
Kim2014ConvolutionalNeuralNetworks	Su2015BilingualCorrespondenceRecursive
Kim2014ConvolutionalNeuralNetworks	Nguyen2015EventDetectionAnd
Kim2014ConvolutionalNeuralNetworks	Cheng2015OpendomainNameError
Kim2014ConvolutionalNeuralNetworks	Zhao2015SelfadaptiveHierarchicalSentence
Kim2014ConvolutionalNeuralNetworks	Yin2015OptimizingSentenceModeling
Kim2014ConvolutionalNeuralNetworks	Zhou2015EndtoendLearningOf
Kim2014ConvolutionalNeuralNetworks	Tang2015UserModelingWith
Kim2014ConvolutionalNeuralNetworks	Sun2015ModelingMentionContext
Kim2014ConvolutionalNeuralNetworks	Le2015TheForestConvolutional
Kim2014ConvolutionalNeuralNetworks	Chen2015AGlossComposition
Kim2014ConvolutionalNeuralNetworks	Kiros2015SkipthoughtVectors
Kim2014ConvolutionalNeuralNetworks	Zhang2015CharacterlevelConvolutionalNetworks
Kim2014ConvolutionalNeuralNetworks	Mou2015DiscriminativeNeuralSentence
Kim2014ConvolutionalNeuralNetworks	He2015MultiperspectiveSentenceSimilarity
Kim2014ConvolutionalNeuralNetworks	Tang2015LearningSemanticRepresentations
Kim2014ConvolutionalNeuralNetworks	Tai2015ImprovedSemanticRepresentations
Kim2014ConvolutionalNeuralNetworks	Durrett2015NeuralCrfParsing
Kim2014ConvolutionalNeuralNetworks	Tang2015DocumentModelingWith
Kim2014ConvolutionalNeuralNetworks	Wen2015StochasticLanguageGeneration
Kim2014ConvolutionalNeuralNetworks	Iyyer2015DeepUnorderedComposition
Kim2014ConvolutionalNeuralNetworks	Hu2014ConvolutionalNeuralNetwork
Adams2008TopicDetectionAnd	Kim2016ExploringConvolutionalAnd
Auli2013JointLanguageAnd	Kim2016ExploringConvolutionalAnd
Bergstra2010TheanoACpu	Kim2016ExploringConvolutionalAnd
Bohus2003RavenclawDialogManagement	Kim2016ExploringConvolutionalAnd
Celikyilmaz2011ApproximateInferenceFor	Kim2016ExploringConvolutionalAnd
Collobert2011NaturalLanguageProcessing	Kim2016ExploringConvolutionalAnd
Cortes1995SupportvectorNetworks	Kim2016ExploringConvolutionalAnd
Denil2012LearningWhereTo	Kim2016ExploringConvolutionalAnd
Donahue2015LongtermRecurrentConvolutional	Kim2016ExploringConvolutionalAnd
Estve2015IntegrationOfWord	Kim2016ExploringConvolutionalAnd
Hochreiter1997LongShorttermMemory	Kim2016ExploringConvolutionalAnd
Ikeda2008ExtensibilityVerificationOf	Kim2016ExploringConvolutionalAnd
Joachims1999MakingLargescaleSvm	Kim2016ExploringConvolutionalAnd
Kalchbrenner2014AConvolutionalNeural	Kim2016ExploringConvolutionalAnd
Kalchbrenner2014AConvolutionalNeural	Kim2016ExploringConvolutionalAnd
Kim2014ACompositeKernel	Kim2016ExploringConvolutionalAnd
Kim2014WikipediabasedKernelsFor	Kim2016ExploringConvolutionalAnd
Kim2016TheFourthDialog	Kim2016ExploringConvolutionalAnd
Kim2014ConvolutionalNeuralNetworks	Kim2016ExploringConvolutionalAnd
Lafferty2001ConditionalRandomFields	Kim2016ExploringConvolutionalAnd
Lagus2002TopicIdentificationIn	Kim2016ExploringConvolutionalAnd
Le2014DistributedRepresentationsOf	Kim2016ExploringConvolutionalAnd
LeCun1998GradientbasedLearningApplied	Kim2016ExploringConvolutionalAnd
Lee2008RobustDialogManagement	Kim2016ExploringConvolutionalAnd
Liang2015RecurrentConvolutionalNeural	Kim2016ExploringConvolutionalAnd
Lin1999ADistributedArchitecture	Kim2016ExploringConvolutionalAnd
Liu2014ARecursiveRecurrent	Kim2016ExploringConvolutionalAnd
Mikolov2010RecurrentNeuralNetwork	Kim2016ExploringConvolutionalAnd
Mikolov2013DistributedRepresentationsOfwords	Kim2016ExploringConvolutionalAnd
Morchid2014ThemeIdentificationIn	Kim2016ExploringConvolutionalAnd
Morchid2014ImprovingDialogueClassification	Kim2016ExploringConvolutionalAnd
Nakata2002TopicDetectionBased	Kim2016ExploringConvolutionalAnd
Okazaki2007NoTitleAvailable	Kim2016ExploringConvolutionalAnd
Pinheiro2014RecurrentConvolutionalNeural	Kim2016ExploringConvolutionalAnd
Ramshaw1995TextChunkingUsing	Kim2016ExploringConvolutionalAnd
Roy2006AutomaticGenerationOf	Kim2016ExploringConvolutionalAnd
Schuster1997BidirectionalRecurrentNeural	Kim2016ExploringConvolutionalAnd
Shen2014LearningSemanticRepresentations	Kim2016ExploringConvolutionalAnd
Sutskever2011GeneratingTextWith	Kim2016ExploringConvolutionalAnd
Yeh2000MoreAccurateTests	Kim2016ExploringConvolutionalAnd
Yih2014SemanticParsingFor	Kim2016ExploringConvolutionalAnd
Socher2013RecursiveDeepModels	Kiros2015SkipthoughtVectors
Hochreiter1997LongShorttermMemory	Kiros2015SkipthoughtVectors
Kalchbrenner2014AConvolutionalNeural	Kiros2015SkipthoughtVectors
Kim2014ConvolutionalNeuralNetworks	Kiros2015SkipthoughtVectors
Cho2014OnTheProperties	Kiros2015SkipthoughtVectors
Zhao2015SelfadaptiveHierarchicalSentence	Kiros2015SkipthoughtVectors
Mikolov2013EfficientEstimationOf	Kiros2015SkipthoughtVectors
Zhu2015AligningBooksAnd	Kiros2015SkipthoughtVectors
Kalchbrenner2013RecurrentContinuousTranslation	Kiros2015SkipthoughtVectors
Cho2014LearningPhraseRepresentations	Kiros2015SkipthoughtVectors
Sutskever2014SequenceToSequence	Kiros2015SkipthoughtVectors
Bahdanau2015NeuralMachineTranslation	Kiros2015SkipthoughtVectors
Chung2014EmpiricalEvaluationOf	Kiros2015SkipthoughtVectors
Mikolov2013NoTitleAvailable	Kiros2015SkipthoughtVectors
Saxe2014ExactSolutionsTo	Kiros2015SkipthoughtVectors
Kingma2015AdamAMethod	Kiros2015SkipthoughtVectors
Lai2014IllinoislhADenotational	Kiros2015SkipthoughtVectors
Jimenez2014UnalnlpCombiningSoft	Kiros2015SkipthoughtVectors
Bjerva2014TheMeaningFactory	Kiros2015SkipthoughtVectors
Zhao2014EcnuOneStone	Kiros2015SkipthoughtVectors
Tai2015ImprovedSemanticRepresentations	Kiros2015SkipthoughtVectors
Socher2014GroundedCompositionalSemantics	Kiros2015SkipthoughtVectors
Socher2011DynamicPoolingAnd	Kiros2015SkipthoughtVectors
Finch2005UsingMachineTranslation	Kiros2015SkipthoughtVectors
Das2009ParaphraseIdentificationAs	Kiros2015SkipthoughtVectors
Wan2006UsingDependencybasedFeatures	Kiros2015SkipthoughtVectors
Madnani2012ReexaminingMachineTranslation	Kiros2015SkipthoughtVectors
Ji2013DiscriminativeImprovementsTo	Kiros2015SkipthoughtVectors
Marelli2014Semeval2014Task1	Kiros2015SkipthoughtVectors
Dolan2004UnsupervisedConstructionOf	Kiros2015SkipthoughtVectors
Karpathy2015DeepVisualsemanticAlignments	Kiros2015SkipthoughtVectors
Klein2015AssociatingNeuralWord	Kiros2015SkipthoughtVectors
Mao2015DeepCaptioningWith	Kiros2015SkipthoughtVectors
Lin2014MicrosoftCocoCommon	Kiros2015SkipthoughtVectors
Simonyan2015VeryDeepConvolutional	Kiros2015SkipthoughtVectors
Wang2012BaselinesAndBigrams	Kiros2015SkipthoughtVectors
Van2008VisualizingDataUsing	Kiros2015SkipthoughtVectors
Kiros2015SkipthoughtVectors	Firat2017MultiwayMultilingualNeural
Kiros2015SkipthoughtVectors	Xu2017SelftaughtConvolutionalNeural
Kiros2015SkipthoughtVectors	Cao2017MultimodalSubspaceLearning
Kiros2015SkipthoughtVectors	Manotumruksa2017MatrixFactorisationWith
Kiros2015SkipthoughtVectors	Lo2017DeepLearningArchitectures
Kiros2015SkipthoughtVectors	Kawano2017MicroblogGeolocationEstimation
Kiros2015SkipthoughtVectors	Otani2017VideoSummarizationUsing
Kiros2015SkipthoughtVectors	Di2017DeepLearningNetwork
Kiros2015SkipthoughtVectors	Nguyen2016TheCombinationOf
Kiros2015SkipthoughtVectors	Rimell2016RelpronARelative
Kiros2015SkipthoughtVectors	Wiriyathammabhum2016ComputerVisionAnd
Kiros2015SkipthoughtVectors	Tan2016ANeuralNetwork
Kiros2015SkipthoughtVectors	Pu2016SkpANeural
Kiros2015SkipthoughtVectors	Bruni2016DoTextualDescriptions
Kiros2015SkipthoughtVectors	Jin2016JointlyModelingReview
Kiros2015SkipthoughtVectors	Vosoughi2016Tweet2VecLearningTweet
Kiros2015SkipthoughtVectors	Liang2016SelfpacedCrossmodalSubspace
Kiros2015SkipthoughtVectors	Kawano2016WhereAreYou
Kiros2015SkipthoughtVectors	Pereira2016AComparativeEvaluation
Kiros2015SkipthoughtVectors	Palangi2016DeepSentenceEmbedding
Kiros2015SkipthoughtVectors	Vuli2016BilingualDistributedWord
Kiros2015SkipthoughtVectors	Jalan2016ConsumerHealthInformation
Kiros2015SkipthoughtVectors	Rangel2016PanAtFire
Kiros2015SkipthoughtVectors	Wang2016LearningNaturalLanguage
Kiros2015SkipthoughtVectors	He2016DeepReinforcementLearning
Kiros2015SkipthoughtVectors	Huang2016VisualStorytelling
Kiros2015SkipthoughtVectors	Xu2016ImproveChineseWord
Kiros2015SkipthoughtVectors	Ma2016StructuralSentenceSimilarity
Kiros2015SkipthoughtVectors	Kafle2016AnswertypePredictionFor
Kiros2015SkipthoughtVectors	Ren2016LookListenAnd
Kiros2015SkipthoughtVectors	Renter2016SiameseCbowOptimizing
Kiros2015SkipthoughtVectors	Mueller2016SiameseRecurrentArchitectures
Kiros2015SkipthoughtVectors	Rothe2016UltradenseWordEmbeddings
Kiros2015SkipthoughtVectors	Li2016VisualQuestionAnswering
Kiros2015SkipthoughtVectors	Noh2016ImageQuestionAnswering
Kiros2015SkipthoughtVectors	Zhang2016ArchitecturalComplexityMeasures
Kiros2015SkipthoughtVectors	Wu2016OnMultiplicativeIntegration
Kiros2015SkipthoughtVectors	Otani2016LearningJointRepresentations
Kiros2015SkipthoughtVectors	Tapaswi2016MovieqaUnderstandingStories
Kiros2015SkipthoughtVectors	FineganDollak2016EffectsOfCreativity
Kiros2015SkipthoughtVectors	Vulc2016OnTheRole
Kiros2015SkipthoughtVectors	Mostafazadeh2016ACorpusAnd
Kiros2015SkipthoughtVectors	Hill2016LearningDistributedRepresentations
Kiros2015SkipthoughtVectors	Dai2015SemisupervisedSequenceLearning
Bengio2006NeuralProbabilisticLanguage	Le2014DistributedRepresentationsOf
Collobert2008AUnifiedArchitecture	Le2014DistributedRepresentationsOf
Collobert2011NaturalLanguageProcessing	Le2014DistributedRepresentationsOf
Dahl2012TrainingRestrictedBoltzmann	Le2014DistributedRepresentationsOf
Elman1990FindingStructureIn	Le2014DistributedRepresentationsOf
Frome2013DeviseADeep	Le2014DistributedRepresentationsOf
Grefenstette2013MultistepRegressionLearning	Le2014DistributedRepresentationsOf
Harris1954DistributionalStructure	Le2014DistributedRepresentationsOf
Huang2012ImprovingWordRepresentations	Le2014DistributedRepresentationsOf
Jaakkola1999ExploitingGenerativeModels	Le2014DistributedRepresentationsOf
Klein2003AccurateUnlexicalizedParsing	Le2014DistributedRepresentationsOf
Larochelle2012ANeuralAutoregressive	Le2014DistributedRepresentationsOf
Maas2011LearningWordVectors	Le2014DistributedRepresentationsOf
Mikolov2012NoTitleAvailable	Le2014DistributedRepresentationsOf
Mikolov2013NoTitleAvailable	Le2014DistributedRepresentationsOf
Mikolov2013ExploitingSimilaritiesAmong	Le2014DistributedRepresentationsOf
Mikolov2013DistributedRepresentationsOfwords	Le2014DistributedRepresentationsOf
Mikolov2013LinguisticRegularitiesIn	Le2014DistributedRepresentationsOf
Mitchell2010CompositionInDistributional	Le2014DistributedRepresentationsOf
Mnih2008AScalableHierarchical	Le2014DistributedRepresentationsOf
Morin2005HierarchicalProbabilisticNeural	Le2014DistributedRepresentationsOf
Pang2005SeeingStarsExploiting	Le2014DistributedRepresentationsOf
Perronnin2007FisherKernelsOn	Le2014DistributedRepresentationsOf
Perronnin2010LargescaleImageRetrieval	Le2014DistributedRepresentationsOf
Rumelhart1986LearningRepresentationsBy	Le2014DistributedRepresentationsOf
Socher2011DynamicPoolingAnd	Le2014DistributedRepresentationsOf
Socher2011ParsingNaturalScenes	Le2014DistributedRepresentationsOf
Socher2011SemisupervisedRecursiveAutoencoders	Le2014DistributedRepresentationsOf
Socher2013ReasoningWithNeural	Le2014DistributedRepresentationsOf
Socher2013RecursiveDeepModels	Le2014DistributedRepresentationsOf
Srivastava2013ModelingDocumentsWith	Le2014DistributedRepresentationsOf
Turian2010WordRepresentationsA	Le2014DistributedRepresentationsOf
Tumey2010FromFrequencyTo	Le2014DistributedRepresentationsOf
Wang2012BaselinesAndBigrams	Le2014DistributedRepresentationsOf
Yessenalina2011CompositionalMatrixspaceModels	Le2014DistributedRepresentationsOf
Zanzotto2010EstimatingLinearModels	Le2014DistributedRepresentationsOf
Zhila2013CombiningHeterogeneousModels	Le2014DistributedRepresentationsOf
Zou2013BilingualWordEmbeddings	Le2014DistributedRepresentationsOf
Le2014DistributedRepresentationsOf	Sun2017AReviewOf
Le2014DistributedRepresentationsOf	Chen2017TheDistributedRepresentation
Le2014DistributedRepresentationsOf	Nie2017DatadrivenAnswerSelection
Le2014DistributedRepresentationsOf	Zhou2017ModelingAndLearning
Le2014DistributedRepresentationsOf	Gui2017LearningRepresentationsFrom
Le2014DistributedRepresentationsOf	Uchida2017WhatDoesScene
Le2014DistributedRepresentationsOf	Yang2017ImprovingWordRepresentations
Le2014DistributedRepresentationsOf	Seifert2017UbiquitousAccessTo
Le2014DistributedRepresentationsOf	Habernal2017ArgumentationMiningIn
Le2014DistributedRepresentationsOf	Heimerl2017DocucompassEffectiveExploration
Le2014DistributedRepresentationsOf	Chu2017SentimentAnalysisOn
Le2014DistributedRepresentationsOf	Fu2017ClassificationOfEgovernment
Le2014DistributedRepresentationsOf	Lin2017AnalysesOfThe
Le2014DistributedRepresentationsOf	Chen2017VectorbasedSimilarityMeasurements
Le2014DistributedRepresentationsOf	Wang2017AHybridDocument
Le2014DistributedRepresentationsOf	Zhao2017CombingSemanticAnd
Le2014DistributedRepresentationsOf	Wang2017ANovelMethod
Le2014DistributedRepresentationsOf	Cha2017GridGatheringRich
Le2014DistributedRepresentationsOf	Shimada2017DocumentClassificationThrough
Le2014DistributedRepresentationsOf	Song2017SummarizingAnswersIn
Le2014DistributedRepresentationsOf	Pappu2017LightweightMultilingualEntity
Le2014DistributedRepresentationsOf	Li2017DeepMemoryNetworks
Le2014DistributedRepresentationsOf	Wei2017IKnowWhat
Le2014DistributedRepresentationsOf	Vishwanath2017AddingCnnsTo
Le2014DistributedRepresentationsOf	Yuan2017IncorporatingPretrainingIn
Le2014DistributedRepresentationsOf	Mohammadi2017ContextspecificRecommendationSystem
Le2014DistributedRepresentationsOf	Zhining2017CombiningStatisticsbasedAnd
Le2014DistributedRepresentationsOf	Ma2017ContentRepresentationFor
Le2014DistributedRepresentationsOf	Ganesh2017ImprovingTweetRepresentations
Le2014DistributedRepresentationsOf	Ganguly2017Paper2VecCombiningGraph
Le2014DistributedRepresentationsOf	Wang2017SemanticEmbeddingFor
Le2014DistributedRepresentationsOf	Jiang2017UnsupervisedEmbeddingFor
Le2014DistributedRepresentationsOf	Liu2017DeepCombinationOf
Le2014DistributedRepresentationsOf	Bois2017ExploitingMultimodalityIn
Le2014DistributedRepresentationsOf	Chen2017ModelingLatentTopics
Le2014DistributedRepresentationsOf	Dediu2017NaturalLanguageProcessing
Le2014DistributedRepresentationsOf	Er2016AttentionPoolingbasedConvolutional
Le2014DistributedRepresentationsOf	She2016LeveragingHierarchicalDeep
Le2014DistributedRepresentationsOf	Taal2016CognitiveComputingAnd
Le2014DistributedRepresentationsOf	Junejo2016TermsbasedDiscriminativeInformation
Le2014DistributedRepresentationsOf	Dam2016DeepsoftAVision
Le2014DistributedRepresentationsOf	Ma2016ShortTextClassification
Le2014DistributedRepresentationsOf	Chen2016AutomatedScoringOf
Le2014DistributedRepresentationsOf	CernGuzmn2016ASentimentAnalysis
Le2014DistributedRepresentationsOf	Mishra2016EstimatingTimeModels
Le2014DistributedRepresentationsOf	Zhou2016JointImageAnd
Le2014DistributedRepresentationsOf	You2016SentimentAndEmotion
Le2014DistributedRepresentationsOf	Wang2016InvestigationOfUsing
Le2014DistributedRepresentationsOf	Fu2016AStudyOn
Le2014DistributedRepresentationsOf	Ai2016AnalysisOfThe
Le2014DistributedRepresentationsOf	Zamani2016EstimatingEmbeddingVectors
Le2014DistributedRepresentationsOf	Fang2016AUtilityMaximization
Le2014DistributedRepresentationsOf	Zamani2016EmbeddingbasedQueryLanguage
Le2014DistributedRepresentationsOf	Ebrahimi2016DetectingPredatoryConversations
Le2014DistributedRepresentationsOf	Zhang2016RetweetingBehaviorPrediction
Le2014DistributedRepresentationsOf	Li2016LearningDistributedWord
Le2014DistributedRepresentationsOf	Choi2016MultilayerRepresentationLearning
Le2014DistributedRepresentationsOf	Shin2016BeyondCaptionTo
Le2014DistributedRepresentationsOf	Hashimoto2016TopicDetectionUsing
Le2014DistributedRepresentationsOf	Li2016AHybridVertex
Le2014DistributedRepresentationsOf	Jin2016JointlyModelingReview
Le2014DistributedRepresentationsOf	Ai2016ImprovingLanguageEstimation
Le2014DistributedRepresentationsOf	Ganesh2016Doc2Sent2VecANovel
Le2014DistributedRepresentationsOf	Zwicklbauer2016RobustAndCollective
Le2014DistributedRepresentationsOf	FrancoSalvador2016ASystematicStudy
Le2014DistributedRepresentationsOf	Zhang2016ImprovingShortText
Le2014DistributedRepresentationsOf	Vimali2016AFrameworkFor
Le2014DistributedRepresentationsOf	Loyola2016UsingTheWeb
Le2014DistributedRepresentationsOf	Liu2016LearningConceptGraphs
Le2014DistributedRepresentationsOf	Kucher2016VisualAnalysisOf
Le2014DistributedRepresentationsOf	Vuli2016BilingualDistributedWord
Le2014DistributedRepresentationsOf	Baecchi2016AMultimodalFeature
Le2014DistributedRepresentationsOf	Hsieh2016DistributedKeywordVector
Le2014DistributedRepresentationsOf	Kataria2016DistributedRepresentationsFor
Le2014DistributedRepresentationsOf	Wang2016SemanticExpansionUsing
Le2014DistributedRepresentationsOf	Zhao2016ATextRetrieval
Le2014DistributedRepresentationsOf	Sha2016MatchingUserAccounts
Le2014DistributedRepresentationsOf	Zhang2016TowardsBuildingOpen
Le2014DistributedRepresentationsOf	Schltterer2016SupportingWebSurfers
Le2014DistributedRepresentationsOf	Bogdanova2016ThisIsHow
Le2014DistributedRepresentationsOf	Veena2016Amritacenfire2016Consumer
Le2014DistributedRepresentationsOf	Guo2016ServiceClusteringBy
Le2014DistributedRepresentationsOf	Liang2016RtpmfLeveragingUser
Le2014DistributedRepresentationsOf	Shtykh2016AdoptingSemanticSimilarity
Le2014DistributedRepresentationsOf	Zhao2016DistributedTextRepresentation
Le2014DistributedRepresentationsOf	Long2016LeveragingLexicalResources
Le2014DistributedRepresentationsOf	Grayson2016Novel2VecCharacterising19Th
Le2014DistributedRepresentationsOf	Bing2016LearningASemantic
Le2014DistributedRepresentationsOf	Benton2016LearningMultiviewEmbeddings
Le2014DistributedRepresentationsOf	Mukherjee2016CredibleReviewDetection
Le2014DistributedRepresentationsOf	Song2016FactoredTemporalSigmoid
Le2014DistributedRepresentationsOf	Mueller2016SiameseRecurrentArchitectures
Le2014DistributedRepresentationsOf	Zhao2016AttentionbasedConvolutionalNeural
Le2014DistributedRepresentationsOf	Bollegala2016JointWordRepresentation
Le2014DistributedRepresentationsOf	Basile2016PopulatingAKnowledge
Le2014DistributedRepresentationsOf	Otani2016LearningJointRepresentations
Le2014DistributedRepresentationsOf	Kumar2016AskMeAnything
Le2014DistributedRepresentationsOf	Miao2016NeuralVariationalInference
Le2014DistributedRepresentationsOf	Ji2016ALatentVariable
Le2014DistributedRepresentationsOf	ArroyoFerandez2016AutomaticTextSummarization
Le2014DistributedRepresentationsOf	Mogadala2016BilingualWordEmbeddings
Le2014DistributedRepresentationsOf	GmezAdorno2016ImprovingFeatureRepresentation
Le2014DistributedRepresentationsOf	Hill2016LearningDistributedRepresentations
Le2014DistributedRepresentationsOf	Choi2016DynamicFeatureInduction
Le2014DistributedRepresentationsOf	He2016PairwiseWordInteraction
Le2014DistributedRepresentationsOf	Plansangket2015ANewTerm
Le2014DistributedRepresentationsOf	Grbovicy2015ContextAndContentaware
Le2014DistributedRepresentationsOf	Wang2015RecipeRecognitionWith
Le2014DistributedRepresentationsOf	Lai2015RecurrentConvolutionalNeural
Le2014DistributedRepresentationsOf	Casterline2015SemanticallyEnabledImage
Le2014DistributedRepresentationsOf	Li2015PredictingImplicitDiscourse
Le2014DistributedRepresentationsOf	Yang2015LearningTopicorientedWord
Le2014DistributedRepresentationsOf	Qian2015LearningTagEmbeddings
Le2014DistributedRepresentationsOf	Guha2015UserModelingFor
Le2014DistributedRepresentationsOf	Zhang2015LocalTranslationPrediction
Le2014DistributedRepresentationsOf	Cai2015LearningEntityRepresentation
Le2014DistributedRepresentationsOf	Mat2015DependencybasedConvolutionalNeural
Le2014DistributedRepresentationsOf	Yang2015ConceptGraphLearning
Le2014DistributedRepresentationsOf	Gao2015DeepNeuralNetworks
Le2014DistributedRepresentationsOf	Voigt2015TheUsersWho
Le2014DistributedRepresentationsOf	Chatzakou2015MultispotSpottingSentiments
Le2014DistributedRepresentationsOf	Zhao2015CombiningSemanticAnd
Le2014DistributedRepresentationsOf	Zeng2015TextClassificationBased
Le2014DistributedRepresentationsOf	Wang2015DistantlySupervisedNeural
Le2014DistributedRepresentationsOf	Yin2015OptimizingSentenceModeling
Le2014DistributedRepresentationsOf	Tang2015UserModelingWith
Le2014DistributedRepresentationsOf	Tang2015LearningSemanticRepresentations
Le2014DistributedRepresentationsOf	Tai2015ImprovedSemanticRepresentations
Le2014DistributedRepresentationsOf	Li2015LearningDocumentRepresentation
Le2014DistributedRepresentationsOf	Pham2015JointlyOptimizingWord
Le2014DistributedRepresentationsOf	Li2015DistributedDocumentRepresentation
Le2014DistributedRepresentationsOf	Tang2015DeepLearningFor
Le2014DistributedRepresentationsOf	Adar2014CommandspaceModelingThe
Le2014DistributedRepresentationsOf	Irsoy2014DeepRecursiveNeural
Le2014DistributedRepresentationsOf	HernndezLobato2014MindTheNuisance
Le2014DistributedRepresentationsOf	Huang2014TextClassificationWith
Le2014DistributedRepresentationsOf	Kiros2014AMultiplicativeModel
Le2014DistributedRepresentationsOf	Bachman2014LearningWithPseudoensembles
Le2014DistributedRepresentationsOf	Neelakantan2014EfficientNonparametricEstimation
Le2014DistributedRepresentationsOf	Karpathy2014DeepFragmentEmbeddings
Collobert2011NaturalLanguageProcessing	Ma2015DependencybasedConvolutionalNeural
Dave2003MiningThePeanut	Ma2015DependencybasedConvolutionalNeural
Gamon2004SentimentClassificationOn	Ma2015DependencybasedConvolutionalNeural
Hinton2014ImprovingNeuralNetworks	Ma2015DependencybasedConvolutionalNeural
Irsoy2014DeepRecursiveNeural	Ma2015DependencybasedConvolutionalNeural
Iyyer2014ANeuralNetwork	Ma2015DependencybasedConvolutionalNeural
Judge2006QuestionbankCreatingA	Ma2015DependencybasedConvolutionalNeural
Kalchbrenner2014AConvolutionalNeural	Ma2015DependencybasedConvolutionalNeural
Kim2014ConvolutionalNeuralNetworks	Ma2015DependencybasedConvolutionalNeural
Koo2010EfficientThirdorderDependency	Ma2015DependencybasedConvolutionalNeural
Kudo2004ABoostingAlgorithm	Ma2015DependencybasedConvolutionalNeural
Le2014DistributedRepresentationsOf	Ma2015DependencybasedConvolutionalNeural
LeCun1995ComparisonOfLearning	Ma2015DependencybasedConvolutionalNeural
Li2002LearningQuestionClassifiers	Ma2015DependencybasedConvolutionalNeural
Manning2014TheStanfordCorenlp	Ma2015DependencybasedConvolutionalNeural
Matsumoto2005SentimentClassificationUsing	Ma2015DependencybasedConvolutionalNeural
McDonald2006OnlineLearningOf	Ma2015DependencybasedConvolutionalNeural
Mou2014NoTitleAvailable	Ma2015DependencybasedConvolutionalNeural
Mou2015NoTitleAvailable	Ma2015DependencybasedConvolutionalNeural
Pang2005SeeingStarsExploiting	Ma2015DependencybasedConvolutionalNeural
Shen2008LtagspinalAndThe	Ma2015DependencybasedConvolutionalNeural
Shen2014LearningSemanticRepresentations	Ma2015DependencybasedConvolutionalNeural
Silva2011FromSymbolicTo	Ma2015DependencybasedConvolutionalNeural
Socher2011SemisupervisedRecursiveAutoencoders	Ma2015DependencybasedConvolutionalNeural
Socher2013RecursiveDeepModels	Ma2015DependencybasedConvolutionalNeural
Yih2014SemanticParsingFor	Ma2015DependencybasedConvolutionalNeural
Zeiler2012NoTitleAvailable	Ma2015DependencybasedConvolutionalNeural
Zhu2015LongShorttermMemory	Ma2015DependencybasedConvolutionalNeural
Ma2015DependencybasedConvolutionalNeural	He2017AnAttentionbasedHybrid
Ma2015DependencybasedConvolutionalNeural	Chen2017SyntaxOrSemantics
Ma2015DependencybasedConvolutionalNeural	Zhao2017TopicawareDeepCompositional
Ma2015DependencybasedConvolutionalNeural	Liu2017DependencybasedConvolutionalNeural
Ma2015DependencybasedConvolutionalNeural	Ye2017DependencytreeBasedConvolutional
Ma2015DependencybasedConvolutionalNeural	Goldberg2016APrimerOn
Ma2015DependencybasedConvolutionalNeural	Xia2016AnEfficientCrosslingual
Ma2015DependencybasedConvolutionalNeural	Zhao2016EncodingDependencyRepresentation
Ma2015DependencybasedConvolutionalNeural	Zhang2016DependencySensitiveConvolutional
Ma2015DependencybasedConvolutionalNeural	Yu2016EmbeddingLexicalFeatures
Ma2015DependencybasedConvolutionalNeural	Roth2016NeuralSemanticRole
Ma2015DependencybasedConvolutionalNeural	Gormley2015ImprovedRelationExtraction
Ma2015DependencybasedConvolutionalNeural	Le2015TheForestConvolutional
Bengio2003ANeuralProbabilistic	Mikolov2013DistributedRepresentationsOF
Collobert2008AUnifiedArchitecture	Mikolov2013DistributedRepresentationsOF
Glorot2011DomainAdaptationFor	Mikolov2013DistributedRepresentationsOF
Gutmann2012NoisecontrastiveEstimationOf	Mikolov2013DistributedRepresentationsOF
Mikolov2011ExtensionsOfRecurrent	Mikolov2013DistributedRepresentationsOF
Mikolov2011StrategiesForTraining	Mikolov2013DistributedRepresentationsOF
Mikolov2012NoTitleAvailable	Mikolov2013DistributedRepresentationsOF
